House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
192,Thomas Avenue,Melanie,King,43,Head,Married,Female,Sports administrator,None,Catholic
192,Thomas Avenue,Ashley,King,43,Husband,Married,Male,Energy engineer,None,None
192,Thomas Avenue,Claire,King,17,Daughter,NA,Female,Student,None,NA
193,Thomas Avenue,Amber,Singh,66,Head,Married,Female,Bonds trader,None,Christian
193,Thomas Avenue,Bryan,Singh,72,Husband,Married,Male,Retired Stage manager,None,None
193,Thomas Avenue,Pamela,Singh,39,Daughter,Single,Female,"Engineer, electrical",None,Christian
193,Thomas Avenue,Stephen,Singh,37,Son,Single,Male,Barrister,None,None
193,Thomas Avenue,Clive,Singh,34,Son,Divorced,Male,Multimedia specialist,None,None
194,Thomas Avenue,Derek,Bartlett,62,Head,Single,Male,"Scientist, research (maths)",None,None
194,Thomas Avenue,Jodie,Harvey,62,None,Single,Female,Television floor manager,None,None
194,Thomas Avenue,Stanley,Howell,27,None,Single,Male,Tour manager,None,None
195,Thomas Avenue,Hazel,Field,53,Head,Married,Female,"Lecturer, further education",None,Christian
195,Thomas Avenue,Damien,Field,54,Husband,Married,Male,English as a foreign language teacher,None,Christian
195,Thomas Avenue,Gareth,Field,17,Son,NA,Male,Student,None,NA
196,Thomas Avenue,Hazel,Thomas,57,Head,Single,Female,Hydrographic surveyor,None,None
197,Thomas Avenue,Susan,Bradley,38,Head,Married,Female,Unemployed,None,None
197,Thomas Avenue,Benjamin,Bradley,40,Husband,Married,Male,Soil scientist,None,None
197,Thomas Avenue,Billy,Bradley,13,Son,NA,Male,Student,None,NA
197,Thomas Avenue,Andrea,Bradley,13,Daughter,NA,Female,Student,None,NA
198,Thomas Avenue,Janice,Ferguson,40,Head,Divorced,Female,"Scientist, water quality",None,None
198,Thomas Avenue,Leonard,Ferguson,7,Son,NA,Male,Student,None,NA
198,Thomas Avenue,Linda,Ferguson,7,Daughter,NA,Female,Student,None,NA
199,Thomas Avenue,Claire,Matthews,43,Head,Single,Female,Local government officer,None,Christian
199,Thomas Avenue,Jasmine,Lloyd,39,None,Single,Female,Proofreader,None,Catholic
199,Thomas Avenue,Janice,Wright,27,None,Single,Female,Research scientist (maths),None,None
200,Thomas Avenue,Kevin,Butcher,30,Head,Married,Male,Product designer,None,None
200,Thomas Avenue,Joyce,Butcher,27,Wife,Married,Female,Psychiatrist,None,None
200,Thomas Avenue,Abbie,Patterson,39,Lodger,Single,Female,Chartered legal executive (England and Wales),None,Christian
201,Thomas Avenue,Jemma,Parker,42,Head,Married,Female,Graphic designer,None,Muslim
201,Thomas Avenue,Leonard,Parker,43,Husband,Married,Male,Unemployed,None,None
201,Thomas Avenue,Abigail,Parker,22,Daughter,Single,Female,University Student,None,Muslim
201,Thomas Avenue,Natasha,Parker,18,Daughter,Single,Female,Student,None,Muslim
201,Thomas Avenue,Donna,Ross-Parker,15,Daughter,NA,Female,Student,None,NA
202,Thomas Avenue,Christian,Noble,55,Head,Married,Male,"Presenter, broadcasting",None,Christian
202,Thomas Avenue,Geraldine,Noble,50,Wife,Married,Female,"Administrator, charities/voluntary organisations",None,None
203,Thomas Avenue,Lauren,Khan,28,Head,Married,Female,Music tutor,None,Catholic
203,Thomas Avenue,Denis,Khan,30,Husband,Married,Male,Naval architect,None,None
204,Thomas Avenue,Stephanie,Austin,55,Head,Married,Female,Banker,None,None
204,Thomas Avenue,Matthew,Austin,58,Husband,Married,Male,Amenity horticulturist,None,None
204,Thomas Avenue,Denise,Austin,20,Daughter,Single,Female,University Student,None,None
204,Thomas Avenue,Tina,Austin,15,Daughter,NA,Female,Student,None,NA
205,Thomas Avenue,Lydia,Begum,33,Head,Single,Female,"Biochemist, clinical",None,Methodist
205,Thomas Avenue,Albert,Tyler,35,Partner,Single,Male,Immunologist,None,Methodist
206,Thomas Avenue,Eleanor,Dawson,38,Head,Single,Female,Financial controller,None,Christian
206,Thomas Avenue,Carolyn,Rees,23,None,Single,Female,Air broker,None,None
206,Thomas Avenue,Frances,Davidson,49,None,Single,Female,"Administrator, Civil Service",None,None
207,Thomas Avenue,Janet,Wood,51,Head,Divorced,Female,Unemployed,None,Christian
207,Thomas Avenue,Sharon,Wood,5,Daughter,NA,Female,Student,None,NA
207,Thomas Avenue,Lucy,Wood,2,Daughter,NA,Female,Child,None,NA
208,Thomas Avenue,Denise,Wood,43,Head,Married,Female,"Designer, television/film set",None,None
208,Thomas Avenue,Norman,Wood,42,Husband,Married,Male,"Therapist, art",None,None
208,Thomas Avenue,Ross,Wood,16,Son,NA,Male,Student,None,NA
209,Thomas Avenue,Bethany,Wilson,35,Head,Married,Female,Leisure centre manager,None,Christian
209,Thomas Avenue,Tom,Wilson-Henderson,45,Husband,Married,Male,"Designer, jewellery",None,Christian
209,Thomas Avenue,Ruth,Wilson-Henderson,3,Daughter,NA,Female,Child,None,NA
210,Thomas Avenue,Hannah,Clark,28,Head,Married,Female,Scientific laboratory technician,None,Muslim
210,Thomas Avenue,Antony,Clark,30,Husband,Married,Male,"Surveyor, rural practice",None,Muslim
210,Thomas Avenue,Joan,Jenkins,62,Lodger,Divorced,Female,Museum/gallery exhibitions officer,None,Methodist
211,Thomas Avenue,Kevin,Wallace,79,Head,Married,Male,Retired Heritage manager,None,Christian
211,Thomas Avenue,Jayne,Wallace,79,Wife,Married,Female,Retired Animal nutritionist,None,Christian
211,Thomas Avenue,Hayley,French-Wallace,16,Granddaughter,NA,Female,Student,None,NA
212,Thomas Avenue,Henry,Fisher,33,Head,Single,Male,"Therapist, music",None,Catholic
212,Thomas Avenue,Hollie,Young,35,Partner,Single,Female,Drilling engineer,None,Catholic
212,Thomas Avenue,Tracey,Fisher,2,Daughter,NA,Female,Child,None,NA
213,Thomas Avenue,Bethan,Lane,35,Head,Married,Female,Musician,None,Christian
213,Thomas Avenue,Allan,Lane,40,Husband,Married,Male,"Geologist, wellsite",None,Christian
213,Thomas Avenue,Rachael,Lane,3,Daughter,NA,Female,Child,None,NA
214,Thomas Avenue,Maureen,Khan,40,Head,Single,Female,Engineering geologist,None,Catholic
214,Thomas Avenue,Jean,George,64,Lodger,Single,Female,Sales promotion account executive,None,Christian
214,Thomas Avenue,Louise,Moore,39,Lodger,Single,Female,Neurosurgeon,None,Catholic
215,Thomas Avenue,Michelle,Mills,39,Head,Married,Female,IT technical support officer,None,Catholic
215,Thomas Avenue,Allan,Mills-Williamson,40,Husband,Married,Male,"Designer, blown glass/stained glass",None,Catholic
215,Thomas Avenue,Diana,Mills-Williamson,11,Daughter,NA,Female,Student,None,NA
216,Thomas Avenue,Marilyn,Smith,88,Head,Divorced,Female,Retired Energy engineer,None,Christian
217,Thomas Avenue,Francesca,Lawson,38,Head,Married,Female,Automotive engineer,None,Catholic
217,Thomas Avenue,Stanley,Lawson,40,Husband,Married,Male,Retail manager,None,Catholic
217,Thomas Avenue,Francesca,Lawson,1,Daughter,NA,Female,Child,None,NA
218,Thomas Avenue,Jayne,Lewis,42,Head,Single,Female,Environmental consultant,None,Christian
218,Thomas Avenue,Russell,Lewis,16,Son,NA,Male,Student,None,NA
218,Thomas Avenue,Gail,Lewis,16,Daughter,NA,Female,Student,None,NA
219,Thomas Avenue,Eleanor,Jones,43,Head,Divorced,Female,Unemployed,None,Catholic
219,Thomas Avenue,Josephine,Jones,24,Daughter,Single,Female,Unemployed,None,None
219,Thomas Avenue,Mary,Jones,23,Daughter,Divorced,Female,Customer service manager,None,Catholic
219,Thomas Avenue,Charlotte,Jones,20,Daughter,Single,Female,University Student,None,None
220,Thomas Avenue,Deborah,Law,33,Head,Divorced,Female,Unemployed,None,Christian
220,Thomas Avenue,Frances,Johnson-Law,9,Daughter,NA,Female,Student,None,NA
220,Thomas Avenue,Richard,Johnson-Law,8,Son,NA,Male,Student,None,NA
221,Thomas Avenue,Lynne,Hussain,48,Head,Married,Female,Web designer,None,Catholic
221,Thomas Avenue,Sean,Hussain,54,Husband,Married,Male,Consulting civil engineer,None,None
221,Thomas Avenue,Catherine,Hussain,16,Daughter,NA,Female,Student,None,NA
222,Thomas Avenue,Yvonne,Russell,18,Head,Single,Female,Student,None,NA
222,Thomas Avenue,Georgina,Phillips,46,None,Single,Female,Analytical chemist,None,Catholic
222,Thomas Avenue,Karen,Wood,47,None,Single,Female,"Designer, ceramics/pottery",None,Catholic
222,Thomas Avenue,Abbie,Banks,26,None,Single,Female,Web designer,None,None
223,Thomas Avenue,Sophie,Kelly,22,Head,Single,Female,University Student,None,Christian
223,Thomas Avenue,Alex,Wright,21,None,Single,Male,University Student,None,None
223,Thomas Avenue,Barbara,Webb,18,None,Single,Female,University Student,None,None
223,Thomas Avenue,Justin,Long,22,None,Single,Male,University Student,None,Muslim
224,Thomas Avenue,Carol,Bolton,41,Head,Married,Female,Seismic interpreter,None,None
224,Thomas Avenue,Mitchell,Bolton,46,Husband,Married,Male,Drilling engineer,None,None
224,Thomas Avenue,Neil,Bolton,15,Son,NA,Male,Student,None,NA
225,Thomas Avenue,Gavin,Potter,21,Head,Single,Male,University Student,None,Christian
225,Thomas Avenue,Leah,Moore,20,None,Single,Female,University Student,None,None
225,Thomas Avenue,Roger,Murphy,31,None,Divorced,Male,"Radiographer, diagnostic",None,Muslim
225,Thomas Avenue,Michael,Marshall,51,None,Single,Male,Seismic interpreter,None,Christian
225,Thomas Avenue,Jasmine,Mann,39,None,Single,Female,Unemployed,None,None
226,Thomas Avenue,Sara,Thomas,48,Head,Married,Female,"Engineer, maintenance (IT)",None,None
226,Thomas Avenue,Damian,Thomas,52,Husband,Married,Male,Planning and development surveyor,None,None
226,Thomas Avenue,Abigail,Thomas,11,Daughter,NA,Female,Student,None,NA
227,Thomas Avenue,Katie,Richards,33,Head,Married,Female,Proofreader,None,None
227,Thomas Avenue,Owen,Richards,35,Husband,Married,Male,"Accountant, chartered management",None,None
227,Thomas Avenue,Terry,Richards,12,Son,NA,Male,Student,None,NA
228,Thomas Avenue,Paula,Collier,41,Head,Single,Female,"Designer, furniture",None,None
228,Thomas Avenue,Carl,Morgan,41,Partner,Single,Male,Mudlogger,None,None
228,Thomas Avenue,Cheryl,Collier,13,Daughter,NA,Female,Student,None,NA
229,Thomas Avenue,Amelia,Begum,53,Head,Married,Female,General practice doctor,None,Christian
229,Thomas Avenue,Gordon,Begum,59,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,None
229,Thomas Avenue,Marilyn,Begum,28,Daughter,Single,Female,Lobbyist,None,Christian
230,Thomas Avenue,Kim,Bailey,36,Head,Divorced,Female,Advertising copywriter,None,Christian
230,Thomas Avenue,Gerard,Bailey,11,Son,NA,Male,Student,None,NA
230,Thomas Avenue,Christian,Bailey,9,Adopted Son,NA,Male,Student,None,NA
230,Thomas Avenue,Judith,Bailey,5,Daughter,NA,Female,Student,None,NA
230,Thomas Avenue,Katie,Bailey,3,Daughter,NA,Female,Child,None,NA
230,Thomas Avenue,Charlotte,Bailey,1,Daughter,NA,Female,Child,None,NA
230,Thomas Avenue,Amy,Goddard,48,Lodger,Divorced,Female,Unemployed,None,Catholic
231,Thomas Avenue,Toby,Chamberlain,38,Head,Married,Male,Broadcast journalist,None,Christian
231,Thomas Avenue,Samantha,Chamberlain,39,Wife,Married,Female,"Teacher, English as a foreign language",None,Christian
232,Thomas Avenue,Terence,Howell,73,Head,Widowed,Male,"Retired Engineer, building services",None,Christian
233,Thomas Avenue,Jake,Gardiner,40,Head,Divorced,Male,Adult nurse,None,None
233,Thomas Avenue,Bradley,Gardiner,10,Son,NA,Male,Student,None,NA
233,Thomas Avenue,Patricia,Gardiner,6,Daughter,NA,Female,Student,None,NA
234,Thomas Avenue,Garry,Holland,60,Head,Married,Male,Insurance claims handler,None,Christian
234,Thomas Avenue,Jade,Holland,59,Wife,Married,Female,Animal nutritionist,None,Christian
235,Thomas Avenue,Naomi,Francis,42,Head,Married,Female,Production engineer,None,None
235,Thomas Avenue,Eric,Francis,46,Husband,Married,Male,Heritage manager,None,None
235,Thomas Avenue,Sarah,Francis,7,Daughter,NA,Female,Student,None,NA
236,Thomas Avenue,Anna,Thompson,33,Head,Married,Female,Chemical engineer,None,None
236,Thomas Avenue,Mark,Thompson,29,Husband,Married,Male,Chartered legal executive (England and Wales),None,None
236,Thomas Avenue,Leah,Thompson,6,Daughter,NA,Female,Student,None,NA
236,Thomas Avenue,Howard,Thompson,6,Son,NA,Male,Student,None,NA
237,Thomas Avenue,Sophie,Evans,36,Head,Married,Female,"Engineer, drilling",None,None
237,Thomas Avenue,Lawrence,Evans,40,Husband,Married,Male,Adult guidance worker,None,None
237,Thomas Avenue,Carolyn,Evans,1,Daughter,NA,Female,Child,None,NA
238,Thomas Avenue,Kerry,Lewis,53,Head,Married,Female,"Designer, ceramics/pottery",None,None
238,Thomas Avenue,Denis,Lewis,58,Husband,Married,Male,Analytical chemist,None,None
238,Thomas Avenue,Georgina,Lewis,19,Daughter,Single,Female,University Student,None,None
238,Thomas Avenue,Emma,Edwards-Lewis,18,Daughter,Single,Female,Student,None,None
238,Thomas Avenue,Dorothy,Edwards-Lewis,15,Daughter,NA,Female,Student,None,NA
239,Thomas Avenue,Jack,Taylor,79,Head,Married,Male,"Retired Scientist, research (maths)",None,Christian
239,Thomas Avenue,Brenda,Taylor,76,Wife,Married,Female,Retired Video editor,None,Christian
1,Barry Street,Pauline,Phillips,50,Head,Married,Female,IT technical support officer,None,None
1,Barry Street,Nicholas,Phillips,52,Husband,Married,Male,Mechanical engineer,None,None
1,Barry Street,Cheryl,Phillips,16,Daughter,NA,Female,Student,None,NA
1,Barry Street,Alexandra,Phillips,14,Daughter,NA,Female,Student,None,NA
1,Barry Street,Albert,Phillips,14,Son,NA,Male,Student,None,NA
2,Barry Street,Alexandra,Bruce,57,Head,Married,Female,Leisure centre manager,None,Methodist
2,Barry Street,Clive,Bruce,53,Husband,Married,Male,Financial controller,None,Methodist
2,Barry Street,Maria,Bruce,27,Daughter,Divorced,Female,Speech and language therapist,None,Methodist
2,Barry Street,Wendy,Bruce,25,Daughter,Single,Female,Armed forces logistics/support/administrative officer,None,Methodist
2,Barry Street,Angela,Bruce,21,Daughter,Divorced,Female,University Student,None,Methodist
2,Barry Street,Matthew,Bruce,20,Son,Single,Male,University Student,None,Methodist
2,Barry Street,Stanley,Bruce,17,Son,NA,Male,Student,None,NA
2,Barry Street,Denise,Bruce,13,Daughter,NA,Female,Student,None,NA
2,Barry Street,Robin,Bruce,13,Son,NA,Male,Student,None,NA
2,Barry Street,Albert,Bruce,11,Son,NA,Male,Student,None,NA
2,Barry Street,Mitchell,Bruce,9,Son,NA,Male,Student,None,NA
3,Barry Street,Abigail,White,41,Head,Divorced,Female,Tax inspector,None,None
3,Barry Street,Douglas,White,15,Son,NA,Male,Student,None,NA
3,Barry Street,Charlotte,White,14,Daughter,NA,Female,Student,None,NA
3,Barry Street,Elliot,White,12,Son,NA,Male,Student,None,NA
3,Barry Street,Rosie,White,8,Daughter,NA,Female,Student,None,NA
4,Barry Street,Carolyn,Thompson,48,Head,Married,Female,"Engineer, electronics",None,Christian
4,Barry Street,Jeffrey,Thompson,50,Husband,Married,Male,Newspaper journalist,None,Christian
4,Barry Street,Jessica,Thompson,23,Daughter,Divorced,Female,Learning mentor,None,None
4,Barry Street,Andrew,Thompson,19,Son,Single,Male,University Student,None,Christian
4,Barry Street,Craig,Thompson,17,Son,NA,Male,Student,None,NA
4,Barry Street,Dawn,Thompson,16,Daughter,NA,Female,Student,None,NA
4,Barry Street,Vanessa,Thompson,15,Daughter,NA,Female,Student,None,NA
4,Barry Street,Maria,Thompson,13,Daughter,NA,Female,Student,None,NA
5,Barry Street,Caroline,Houghton,33,Head,Widowed,Female,Research scientist (physical sciences),None,None
5,Barry Street,Denise,Houghton,3,Daughter,NA,Female,Child,None,NA
5,Barry Street,Christian,Harris,22,Lodger,Single,Male,University Student,None,Catholic
5,Barry Street,Victor,Armstrong,32,Lodger,Single,Male,Illustrator,None,None
5,Barry Street,Georgia,Begum,63,Lodger,Single,Female,Unemployed,None,Christian
5,Barry Street,Timothy,Hammond,45,Visitor,Single,Male,"Production assistant, television",None,None
5,Barry Street,Vincent,Holmes,27,Lodger,Divorced,Male,"Surveyor, rural practice",None,Methodist
6,Barry Street,Michelle,Faulkner,36,Head,Married,Female,Catering manager,None,Christian
6,Barry Street,Emma,Faulkner,38,Wife,Married,Female,Public relations officer,None,None
6,Barry Street,Charlotte,Faulkner,7,Daughter,NA,Female,Student,None,NA
6,Barry Street,Pauline,Faulkner,6,Daughter,NA,Female,Student,None,NA
6,Barry Street,Dean,Faulkner,2,Son,NA,Male,Child,None,NA
6,Barry Street,Mathew,Ellis,27,Lodger,Single,Male,Optometrist,None,None
6,Barry Street,Ashley,Harrison,37,Lodger,Single,Male,Adult guidance worker,None,None
6,Barry Street,Norman,Rhodes,59,Lodger,Divorced,Male,"Doctor, general practice",Physical Disability,None
6,Barry Street,Steven,Jackson,20,Lodger,Divorced,Male,University Student,None,Methodist
6,Barry Street,Scott,Storey,30,Sibling,Single,Male,Gaffer,None,None
6,Barry Street,Adrian,Cunningham,39,Lodger,Single,Male,Diplomatic Services operational officer,None,Catholic
7,Barry Street,Brenda,Burns,23,Head,Married,Female,"Horticulturist, amenity",None,None
7,Barry Street,Marcus,Burns,23,Husband,Married,Male,Facilities manager,None,None
7,Barry Street,Stuart,Burns,6,Son,NA,Male,Student,None,NA
7,Barry Street,Justin,Burns,2,Son,NA,Male,Child,None,NA
7,Barry Street,Martyn,Burns,0,Son,NA,Male,Child,None,NA
8,Barry Street,Yvonne,Finch,23,Head,Single,Female,Chief Financial Officer,None,Christian
8,Barry Street,Adam,Simpson,25,None,Single,Male,Rural practice surveyor,None,Christian
8,Barry Street,Abbie,Thomas,35,None,Single,Female,Firefighter,None,None
8,Barry Street,Rosemary,Johnson,20,None,Single,Female,University Student,None,None
8,Barry Street,Stanley,Price,63,None,Single,Male,Unemployed,None,Christian
8,Barry Street,Terence,Morris,23,None,Single,Male,"Designer, graphic",None,None
8,Barry Street,Mohammed,Metcalfe,52,None,Single,Male,General practice doctor,None,Catholic
8,Barry Street,Nicholas,Marsh,21,None,Divorced,Male,University Student,None,None
8,Barry Street,Nicholas,Wright,25,None,Single,Male,Passenger transport manager,None,None
8,Barry Street,Margaret,Wood,63,None,Single,Female,Electrical engineer,None,Methodist
8,Barry Street,Janet,Gray,24,None,Single,Female,"Doctor, hospital",None,None
9,Barry Street,Michael,Howarth,68,Head,Widowed,Male,"Retired Scientist, research (physical sciences)",None,None
9,Barry Street,Lorraine,Howarth,23,Granddaughter,Single,Female,Government social research officer,None,None
9,Barry Street,Gillian,Howarth,19,Granddaughter,Divorced,Female,University Student,None,None
9,Barry Street,Gavin,Howarth,19,Grandson,Single,Male,University Student,None,None
9,Barry Street,Gordon,Howarth,17,Grandson,NA,Male,Student,None,NA
10,Barry Street,Janet,Law,22,Head,Married,Female,University Student,None,None
10,Barry Street,Terence,Law,24,Husband,Married,Male,"Journalist, magazine",None,None
10,Barry Street,Beverley,Law,4,Daughter,NA,Female,Child,None,NA
10,Barry Street,Hazel,Law,3,Daughter,NA,Female,Child,None,NA
11,Barry Street,Grace,Armstrong,61,Head,Married,Female,Records manager,None,Christian
11,Barry Street,Mathew,Armstrong,60,Husband,Married,Male,Medical illustrator,None,None
11,Barry Street,Ashleigh,Armstrong,21,Daughter,Single,Female,University Student,None,Christian
11,Barry Street,Deborah,Armstrong,17,Daughter,NA,Female,Student,None,NA
11,Barry Street,Katie,Armstrong,14,Daughter,NA,Female,Student,None,NA
12,Barry Street,Susan,Bibi,49,Head,Single,Female,Oceanographer,None,Methodist
12,Barry Street,Claire,Bibi,12,Daughter,NA,Female,Student,None,NA
12,Barry Street,Marc,Bibi,10,Son,NA,Male,Student,None,NA
12,Barry Street,Joanne,Bibi,10,Daughter,NA,Female,Student,None,NA
12,Barry Street,Joel,Bibi,6,Son,NA,Male,Student,None,NA
13,Barry Street,Paula,White,38,Head,Married,Female,"Designer, furniture",None,Christian
13,Barry Street,Roger,White,42,Husband,Married,Male,Financial trader,None,Christian
13,Barry Street,Yvonne,White,13,Daughter,NA,Female,Student,None,NA
13,Barry Street,Charlene,White,9,Daughter,NA,Female,Student,None,NA
13,Barry Street,Samuel,White,7,Son,NA,Male,Student,None,NA
